link,date,REGION
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/centro-lourdes-03-qtos-suite-vaga-livre-vazio-1222372808,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-lourdes-belo-horizonte-1222369824,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-funcionarios-4-quartos-125-m2-1222369571,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-centro-3-quartos-100-m2-1222369330,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-lourdes-3-quartos-116-m2-1222369090,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-santo-antonio-belo-horizonte-1222368731,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-santo-antonio-belo-horizonte-1222367877,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-santo-agostinho-2-quartos-61-m2-1222367730,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-lourdes-belo-horizonte-1222367484,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-funcionarios-3-quartos-110-m2-1222366391,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-santo-antonio-belo-horizonte-1222366267,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-santo-agostinho-2-quartos-59-m2-1222364795,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-sao-pedro-2-quartos-66-m2-1222363478,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-santo-antonio-belo-horizonte-1222363419,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/2-quartos-com-area-privativa-lourdes-1222353541,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222353245,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-97-m-por-r-980-000-00-sion-belo-horizonte-mg-1222352764,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222351778,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222351764,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222351668,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222351624,2023-08-15 13:58:27.957154,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-serra-belo-horizonte-mg-1222351502,2023-08-15 13:58:27.957154,centro sul
