TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
Venda Apartamento 2 quartos Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-planalto-belo-horizonte-1215226144,2023-08-05,Belo Horizonte,31720040,Planalto,R$ 0,R$ 36,45m²,2,1,1,N/A,285000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Vila Cloris,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-vila-cloris-1215224395,2023-08-05,Belo Horizonte,31744060,Vila Cloris,R$ 80,R$ 1,50m²,2,1,1,N/A,180000,zona_norte
"Apartamento à Venda - Vila Cloris, 2 Quartos,  65 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-vila-cloris-2-quartos-65-m2-1215220689,2023-08-05,Belo Horizonte,31744108,Vila Cloris,R$ 120,R$ 92,65m²,2,1,1,N/A,350000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Vila Cloris,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-vila-cloris-1215218721,2023-08-05,Belo Horizonte,31744118,Vila Cloris,R$ 0,R$ 1,62m²,3,1,2,N/A,590000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Vila Cloris,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-vila-cloris-1215217214,2023-08-05,Belo Horizonte,31744108,Vila Cloris,R$ 0,R$ 0,50m²,2,1,1,Área de serviço,330000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-planalto-1215216593,2023-08-05,Belo Horizonte,31730640,Planalto,R$ 1,R$ 1,85m²,3,2,2,Área de serviço,565000,zona_norte
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1215215759,2023-08-05,Belo Horizonte,31840220,Guarani,R$ 350,R$ 0,61m²,3,1,1,"Churrasqueira, Piscina",260000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Floramar,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-floramar-1215215396,2023-08-05,Belo Horizonte,31742076,Floramar,R$ 170,R$ 0,55m²,2,1,1,N/A,180000,zona_norte
Apartamento para venda com 100 metros quadrados com 2 quartos em Vila Cloris - Belo Horizo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-100-metros-quadrados-com-2-quartos-em-vila-cloris-belo-horizo-1215184226,2023-08-05,Belo Horizonte,31744108,Vila Cloris,R$ 0,R$ 0,100m²,2,1,1,Churrasqueira,380000,zona_norte
Área Privativa / Garden com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-3-dormitorios-a-venda-em-belo-horizonte-1215178778,2023-08-05,Belo Horizonte,31730570,Planalto,R$ 650,R$ 1.638,113m²,3,2,2,"Ar condicionado, Área de serviço, Armários na cozinha",520000,zona_norte
Área Privativa / Garden com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-3-dormitorios-a-venda-em-belo-horizonte-1215163567,2023-08-05,Belo Horizonte,31720050,Planalto,R$ 130,R$ 1.758,90m²,3,2,2,"Área de serviço, Armários na cozinha, Churrasqueira, Piscina",890000,zona_norte
"Apartamento à Venda - Planalto, 3 Quartos,  106 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-planalto-3-quartos-106-m2-1215136321,2023-08-05,Belo Horizonte,31720520,Planalto,R$ 0,R$ 36,106m²,3,2,1,N/A,390000,zona_norte
"Apto 3 qts, 1 suíte, 2 vagas, Amplo 111 M². Em frente o risoleta neves. Apenas 250 mil",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-3-qts-1-suite-2-vagas-amplo-111-m-em-frente-o-risoleta-neves-apenas-250-mil-1064460797,2023-08-05,Belo Horizonte,31744012,Vila Cloris,R$ 200,R$ 96,111m²,3,3,2,N/A,250000,zona_norte
Apartamento com Área Privativa para comprar Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-para-comprar-planalto-belo-horizonte-1215126701,2023-08-05,Belo Horizonte,31720440,Planalto,R$ 350,R$ 2.098,94m²,3,2,2,"Ar condicionado, Churrasqueira",645000,zona_norte
Apartamento para comprar Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-comprar-planalto-belo-horizonte-1215107813,2023-08-05,Belo Horizonte,31720260,Planalto,R$ 0,R$ 0,75m²,3,2,1,N/A,295000,zona_norte
"Apartamento à Venda - Planalto, 3 Quartos,  120 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-planalto-3-quartos-120-m2-1215101298,2023-08-05,Belo Horizonte,31730570,Planalto,R$ 180,R$ 125,120m²,3,2,2,N/A,500000,zona_norte
Venda Apartamento 3 quartos Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-planalto-belo-horizonte-1214915140,2023-08-05,Belo Horizonte,31720050,Planalto,R$ 150,R$ 108,133m²,3,2,2,N/A,380000,zona_norte
"Área Privativa em ""U"" à Venda - 3 Quartos sendo 1 Suíte - 2 Vagas - 130m² - Bairro Planalt",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-em-u-a-venda-3-quartos-sendo-1-suite-2-vagas-130m-bairro-planalt-1214805712,2023-08-05,Belo Horizonte,31720180,Planalto,R$ 110,130m²,2,3,2,Área de serviço,Área de serviço,589000,zona_norte
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1214796829,2023-08-05,Belo Horizonte,31741388,São Bernardo,R$ 288,R$ 91,65m²,2,2,1,N/A,252000,zona_norte
Cobertura 3Q com 3 vagas 163 metros acabamento luxo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-3q-com-3-vagas-163-metros-acabamento-luxo-1214771694,2023-08-05,Belo Horizonte,31720500,Planalto,R$ 297,R$ 115,163m²,3,3,3,"Ar condicionado, Área de serviço, Churrasqueira, Quarto de serviço, Varanda",1100000,zona_norte
"APARTAMENTO 3 QUARTOS, 2 BANHEIROS, LOCALIZAÇÃO PREVILEGIADA NI BAIRRO GUARANI.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-2-banheiros-localizacao-previlegiada-ni-bairro-guarani-1214757940,2023-08-05,Belo Horizonte,31840220,Guarani,R$ 305,R$ 0,61m²,3,2,2,"Academia, Armários na cozinha, Armários no quarto, Piscina",210000,zona_norte
"Apartamento à Venda - Planalto, 2 Quartos,  55 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-planalto-2-quartos-55-m2-1214683212,2023-08-05,Belo Horizonte,31730510,Planalto,R$ 267,R$ 0,55m²,2,1,1,N/A,250000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-planalto-1214681259,2023-08-05,Belo Horizonte,31720510,Planalto,R$ 260,R$ 93,60m²,3,2,1,Área de serviço,365000,zona_norte
"Cobertura para Venda, Planalto, 4 dormitórios, 2 suítes, 4 banheiros, 4 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-para-venda-planalto-4-dormitorios-2-suites-4-banheiros-4-vagas-1214424718,2023-08-05,Belo Horizonte,31720090,Planalto,R$ 1,R$ 1,169m²,4,4,4,"Ar condicionado, Churrasqueira",1359000,zona_norte
"Cobertura para Venda, Planalto, 4 dormitórios, 2 suítes, 4 banheiros, 4 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-para-venda-planalto-4-dormitorios-2-suites-4-banheiros-4-vagas-1214424080,2023-08-05,Belo Horizonte,31720090,Planalto,R$ 1,R$ 1,169m²,4,4,4,"Ar condicionado, Churrasqueira",1359000,zona_norte
"Apartamento para Venda em Belo Horizonte, Jardim Guanabara, 2 dormitórios, 1 suíte, 2 banh",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-em-belo-horizonte-jardim-guanabara-2-dormitorios-1-suite-2-banh-1214424060,2023-08-05,Belo Horizonte,31742260,Jardim Guanabara,R$ 1,R$ 1,360m²,2,2,1,"Academia, Piscina",290000,zona_norte
"Apartamento com 3 dormitórios à venda, 60 m² por R$ 365.000 - Planalto - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-60-m-por-r-365-000-planalto-belo-horizonte-mg-1214353679,2023-08-05,Belo Horizonte,31720510,Planalto,R$ 260,R$ 1.024,60m²,3,1,1,Área de serviço,365000,zona_norte
Belo Horizonte - Apartamento Padrão - Jardim Guanabara,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jardim-guanabara-1214337662,2023-08-05,Belo Horizonte,31742299,Jardim Guanabara,R$ 150,R$ 0,50m²,2,1,1,N/A,150000,zona_norte
Venda Apartamento 2 quartos Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-planalto-belo-horizonte-1214336216,2023-08-05,Belo Horizonte,31730710,Planalto,R$ 0,R$ 94,62m²,2,2,1,Varanda,250000,zona_norte
Venda Cobertura Planalto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-planalto-belo-horizonte-1214336138,2023-08-05,Belo Horizonte,31730710,Planalto,R$ 0,R$ 138,105m²,2,2,1,Varanda,350000,zona_norte
Venda Apartamento 3 quartos Heliópolis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-heliopolis-belo-horizonte-1214335547,2023-08-05,Belo Horizonte,31741545,Heliópolis,R$ 380,R$ 116,64m²,3,2,2,N/A,345000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Jardim Guanabara,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jardim-guanabara-1214322616,2023-08-05,Belo Horizonte,31742260,Jardim Guanabara,R$ 500,R$ 130,69m²,3,2,Salão de festas,N/A,340000,zona_norte
Apartamento à venda 2 quartos 1 vaga - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-planalto-1214320551,2023-08-05,Belo Horizonte,31730700,Planalto,R$ 200,R$ 0,40m²,2,1,1,"Área de serviço, Churrasqueira",200000,zona_norte
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1214320043,2023-08-05,Belo Horizonte,31741500,Heliópolis,R$ 0,R$ 0,85m²,2,1,1,N/A,310000,zona_norte
"Apartamento com 3 quartos sendo 01 com suite à venda, 70 m² por R$ 395.000 - Heliópolis - ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-quartos-sendo-01-com-suite-a-venda-70-m-por-r-395-000-heliopolis-1214309142,2023-08-05,Belo Horizonte,31741585,Heliópolis,R$ 250,R$ 0,70m²,3,1,1,N/A,395000,zona_norte
Cobertura com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-a-venda-em-belo-horizonte-1214275388,2023-08-05,Belo Horizonte,31741525,Heliópolis,R$ 150,R$ 100,180m²,3,3,2,Área de serviço,799000,zona_norte
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1214275332,2023-08-05,Belo Horizonte,31741520,Heliópolis,R$ 200,R$ 80,54m²,2,2,2,Área de serviço,320000,zona_norte
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1214275325,2023-08-05,Belo Horizonte,31812115,Minaslândia (P Maio),R$ 215,R$ 350,50m²,2,1,1,"Área de serviço, Armários na cozinha",280000,zona_norte
Área Privativa / Garden com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-3-dormitorios-a-venda-em-belo-horizonte-1214272012,2023-08-05,Belo Horizonte,31741525,Heliópolis,R$ 150,R$ 100,140m²,3,2,2,Área de serviço,588000,zona_norte
Cobertura com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-2-dormitorios-a-venda-em-belo-horizonte-1214271990,2023-08-05,Belo Horizonte,31744108,Vila Cloris,R$ 150,R$ 100,45m²,2,1,1,Churrasqueira,380000,zona_norte
Área Privativa / Garden com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-2-dormitorios-a-venda-em-belo-horizonte-1214271980,2023-08-05,Belo Horizonte,31744108,Vila Cloris,R$ 150,R$ 100,45m²,2,1,1,N/A,350000,zona_norte
Área Privativa / Garden com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-2-dormitorios-a-venda-em-belo-horizonte-1214271921,2023-08-05,Belo Horizonte,31730640,Planalto,R$ 150,R$ 100,50m²,2,2,1,Área de serviço,390000,zona_norte
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1214271715,2023-08-05,Belo Horizonte,31840200,Guarani,R$ 435,R$ 0,62m²,3,1,1,N/A,195000,zona_norte
Cobertura com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-a-venda-em-belo-horizonte-1214271650,2023-08-05,Belo Horizonte,31720150,Planalto,R$ 300,R$ 2.370,110m²,3,4,3,Área de serviço,1090000,zona_norte
Área Privativa / Garden com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-3-dormitorios-a-venda-em-belo-horizonte-1214271529,2023-08-05,Belo Horizonte,31720090,Planalto,R$ 100,R$ 100,87m²,3,2,3,Área de serviço,845000,zona_norte
"Apartamento com área privativa 3 quartos sendo 01 com suite a venda, 132 m² por R$ 999.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-3-quartos-sendo-01-com-suite-a-venda-132-m-por-r-999-000-1071166794,2023-08-05,Belo Horizonte,31720090,Planalto,R$ 200,132m²,1,3,3,Padrão,N/A,999000,zona_norte
APARTAMENTO - HELIÓPOLIS - MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-heliopolis-mg-1214203987,2023-08-05,Belo Horizonte,31741545,Heliópolis,R$ 230,R$ 0,65m²,2,1,1,N/A,260000,zona_norte
Apartamento Jaqueline próximo shopping estação ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-jaqueline-proximo-shopping-estacao-1214203295,2023-08-05,Belo Horizonte,31844460,Tupi B,R$ 50,R$ 0,60m²,2,1,2,N/A,75000,zona_norte
"Cobertura para Venda em Belo Horizonte, Planalto, 3 dormitórios, 1 suíte, 2 banheiros, 1 v",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-para-venda-em-belo-horizonte-planalto-3-dormitorios-1-suite-2-banheiros-1-v-1213263369,2023-08-05,Belo Horizonte,31720530,Planalto,R$ 1,R$ 1,96m²,3,2,1,N/A,410000,zona_norte
"Apartamento para Venda em Belo Horizonte, Planalto, 2 dormitórios, 1 banheiro, 1 vaga",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-em-belo-horizonte-planalto-2-dormitorios-1-banheiro-1-vaga-1213263346,2023-08-05,Belo Horizonte,31730512,Planalto,R$ 1,R$ 1,360m²,2,1,1,Piscina,270000,zona_norte
"Cobertura para Venda em Belo Horizonte, Vila Cloris, 3 dormitórios, 1 suíte, 2 banheiros, ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-para-venda-em-belo-horizonte-vila-cloris-3-dormitorios-1-suite-2-banheiros-1213263354,2023-08-05,Belo Horizonte,31744300,Vila Cloris,R$ 1,R$ 1,116m²,3,2,1,N/A,420000,zona_norte
"Apartamento Garden com 3 quartos sendo 01 com suite à venda, 82 m² por R$ 790.000 - Planal",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-quartos-sendo-01-com-suite-a-venda-82-m-por-r-790-000-planal-1175925388,2023-08-05,Belo Horizonte,31720490,Planalto,R$ 250,R$ 140,82m²,3,1,2,N/A,790000,zona_norte
APARTAMENTO - HELIÓPOLIS - MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-heliopolis-mg-1213239672,2023-08-05,Belo Horizonte,31741545,Heliópolis,R$ 230,R$ 0,65m²,2,1,1,N/A,260000,zona_norte
Vendo apto bairro Solimões ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/vendo-apto-bairro-solimoes-1213155622,2023-08-05,Belo Horizonte,31742775,Solimões,R$ 280,R$ 0,1,2,1,"Área de serviço, Churrasqueira","Área de serviço, Churrasqueira",200,zona_norte
"Excelente Area Privativa, Tres quartos com uma suite, duas vagas, Elevador ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-area-privativa-tres-quartos-com-uma-suite-duas-vagas-elevador-1213135302,2023-08-05,Belo Horizonte,31741585,Heliópolis,70m²,2,2,3,"Área de serviço, Varanda","Elevador, Permitido animais","Área de serviço, Varanda",610000,zona_norte
"Excelente Apartamento Tipo Bairro Heliopolis Belo Horizonte, Oportunidade.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-apartamento-tipo-bairro-heliopolis-belo-horizonte-oportunidade-1213098945,2023-08-05,Belo Horizonte,31741585,Heliópolis,60m²,2,2,3,"Área de serviço, Varanda","Elevador, Permitido animais","Área de serviço, Varanda",435000,zona_norte
"Cobertura com 3 quartos sendo 01 com suite à venda, 119 m² por R$ 395.000 - Jaqueline - Be",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-quartos-sendo-01-com-suite-a-venda-119-m-por-r-395-000-jaqueline-be-1173436677,2023-08-05,Belo Horizonte,31748248,Jaqueline,R$ 200,119m²,1,3,2,Padrão,N/A,395000,zona_norte
Belo Horizonte - Apartamento Padrão - Vila Cloris,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-vila-cloris-1213026509,2023-08-05,Belo Horizonte,31744206,Vila Cloris,R$ 250,R$ 0,63m²,2,1,1,Armários na cozinha,250000,zona_norte
Ótima oportunidade Cobertura no bairro Minaslândia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otima-oportunidade-cobertura-no-bairro-minaslandia-1213017831,2023-08-05,Belo Horizonte,31812280,Minaslândia (P Maio),R$ 170,R$ 120,180m²,3,3,3,"Área de serviço, Armários na cozinha, Armários no quarto, Varanda",520000,zona_norte
"Apto de 2º andar, com ótima localização no Bairro",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-de-2-andar-com-otima-localizacao-no-bairro-1213010230,2023-08-05,Belo Horizonte,31812090,Minaslândia (P Maio),R$ 0,R$ 0,48m²,2,1,1,N/A,240000,zona_norte
Belo Horizonte - Apartamento Padrão - Ribeiro de Abreu,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-ribeiro-de-abreu-1213003536,2023-08-05,Belo Horizonte,31872360,Ribeiro de Abreu,R$ 120,R$ 0,55m²,2,1,1,N/A,170000,zona_norte
Belo Horizonte - Apartamento Padrão - Jaqueline,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jaqueline-1213002944,2023-08-05,Belo Horizonte,31748075,Jaqueline,R$ 150,R$ 0,50m²,2,1,1,N/A,125000,zona_norte
Belo Horizonte - Apartamento Padrão - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-planalto-1213002488,2023-08-05,Belo Horizonte,31730512,Planalto,R$ 220,R$ 0,50m²,2,1,1,N/A,170000,zona_norte
Belo Horizonte - Apartamento Padrão - Jaqueline,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jaqueline-1213002110,2023-08-05,Belo Horizonte,31748348,Jaqueline,R$ 200,R$ 0,50m²,2,1,1,Armários na cozinha,148000,zona_norte
"Apartamento com 2 dormitórios à venda, 46 m² por R$ 260.000,00 - Vila Cloris - Belo Horizo",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-46-m-por-r-260-000-00-vila-cloris-belo-horizo-1213001560,2023-08-05,Belo Horizonte,31744093,Vila Cloris,R$ 0,R$ 0,46m²,2,1,1,Área de serviço,260000,zona_norte
Belo Horizonte - Apartamento Padrão - Heliopolis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-heliopolis-1212991859,2023-08-05,Belo Horizonte,31741545,Heliópolis,R$ 270,R$ 0,70m²,3,2,1,Armários na cozinha,200000,zona_norte
Belo Horizonte - Apartamento Padrão - Heliopolis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-heliopolis-1212988717,2023-08-05,Belo Horizonte,31741570,Heliópolis,R$ 150,R$ 0,50m²,2,1,1,N/A,149000,zona_norte
Belo Horizonte - Apartamento Padrão - Heliopolis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-heliopolis-1212987291,2023-08-05,Belo Horizonte,31741545,Heliópolis,R$ 270,R$ 0,70m²,3,2,1,Armários na cozinha,200000,zona_norte
Belo Horizonte - Apartamento Padrão - Jardim Guanabara,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jardim-guanabara-1212977491,2023-08-05,Belo Horizonte,31742159,Jardim Guanabara,R$ 200,R$ 0,75m²,3,1,1,N/A,186000,zona_norte
Belo Horizonte - Apartamento Padrão - Aarao Reis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-aarao-reis-1212977487,2023-08-05,Belo Horizonte,31814600,Aarão Reis,R$ 230,R$ 0,50m²,2,1,2,"Armários na cozinha, Mobiliado",210000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-planalto-1212815947,2023-08-05,Belo Horizonte,31720160,Planalto,R$ 300,R$ 0,70m²,4,1,4,"Área de serviço, Churrasqueira",1100000,zona_norte
Venda - APARTAMENTO - JARDIM GUANABARA Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-jardim-guanabara-belo-horizonte-mg-1212792450,2023-08-05,Belo Horizonte,31742260,Jardim Guanabara,R$ 500,R$ 0,69m²,3,2,2,"Churrasqueira, Piscina, Varanda",350000,zona_norte
Apartamento com área privativa no Vila Cloris,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-no-vila-cloris-1212771745,2023-08-05,Belo Horizonte,31744093,Vila Cloris,R$ 1,R$ 1,85m²,2,1,1,N/A,320000,zona_norte
Apartamento  3 quartos. Excelente  estado.  ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-excelente-estado-1212771271,2023-08-05,Belo Horizonte,31742260,Jardim Guanabara,R$ 568,R$ 1.200,70m²,3,2,2,"Área de serviço, Armários na cozinha, Armários no quarto, Varanda",435000,zona_norte
Apartamento para venda com 46 metros quadrados com 2 quartos em Maria Teresa - Belo Horizo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-46-metros-quadrados-com-2-quartos-em-maria-teresa-belo-horizo-1212731523,2023-08-05,Belo Horizonte,31873175,Maria Teresa,R$ 0,R$ 0,46m²,2,1,1,"Academia, Churrasqueira",185000,zona_norte
Lindo Apartamento 3/4 No Juliana - H,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-apartamento-3-4-no-juliana-h-1184579968,2023-08-05,Belo Horizonte,31744513,Juliana,90m²,2,1,3,Padrão,N/A,N/A,180000,zona_norte
BELO HORIZONTE - Apartamento Padrão - Planalto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-planalto-1212716205,2023-08-05,Belo Horizonte,31720160,Planalto,R$ 300,R$ 0,50m²,4,2,4,"Área de serviço, Churrasqueira",1490000,zona_norte
"Planalto !! Oportunidade !! Apto 03 Dts, Suite, 02 vagas, Lazer !!!",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/planalto-oportunidade-apto-03-dts-suite-02-vagas-lazer-1161834497,2023-08-05,Belo Horizonte,31720260,Planalto,R$ 525,86m²,2,3,2,"Área de serviço, Armários na cozinha, Armários no quarto","Área de serviço, Armários na cozinha, Armários no quarto",329000,zona_norte
"Lindo Apto 02 Dts, Vaga Coberta, Elevador, Lazer !!! Próx. A Estação Waldomiro Lobo.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-apto-02-dts-vaga-coberta-elevador-lazer--prox-a-estacao-waldomiro-lobo-1161749515,2023-08-05,Belo Horizonte,31812115,Minaslândia (P Maio),R$ 300,50m²,1,2,1,"Área de serviço, Armários na cozinha","Área de serviço, Armários na cozinha",255000,zona_norte
Venda de apartamento,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-de-apartamento-1212670119,2023-08-05,Belo Horizonte,31872340,Ribeiro de Abreu,R$ 120,R$ 0,89m²,2,2,2,"Área de serviço, Armários na cozinha, Piscina",130000,zona_norte
"Apartamento à venda, 2 quartos, 1 vaga, Planalto - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-planalto-belo-horizonte-mg-1212643165,2023-08-05,Belo Horizonte,31730620,Planalto,R$ 350,R$ 0,48m²,2,1,1,N/A,235000,zona_norte
"Apartamento com 2 dormitórios à venda, 72 m² por R$ 230.000,00 - Planalto - Belo Horizonte",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-72-m-por-r-230-000-00-planalto-belo-horizonte-1212597132,2023-08-05,Belo Horizonte,31720300,Planalto,R$ 370,R$ 40,72m²,2,1,1,Área de serviço,230000,zona_norte
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1212595558,2023-08-05,Belo Horizonte,31744118,Vila Cloris,R$ 0,R$ 0,124m²,3,2,2,N/A,710000,zona_norte
