,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,DETAIL_Academia,DETAIL_Ar condicionado,DETAIL_Armários na cozinha,DETAIL_Armários no quarto,DETAIL_Churrasqueira,DETAIL_Mobiliado,DETAIL_Piscina,DETAIL_Quarto de serviço,DETAIL_Varanda,DETAIL_Área de serviço,PRICE,REGION_pampulha,REGION_venda_nova,REGION_zona_centro_sul,REGION_zona_leste,REGION_zona_nordeste,REGION_zona_noroeste,REGION_zona_norte,REGION_zona_oeste
8602,300,0,130,3,2,2,0,0,0,0,0,0,0,0,0,0,615000.0,False,False,False,True,False,False,False,False
8603,0,0,62,2,2,1,0,0,0,0,0,0,0,0,0,0,850100.0,False,False,False,True,False,False,False,False
8604,860,152,90,3,2,1,0,0,0,0,0,0,0,0,0,0,375000.0,False,False,False,True,False,False,False,False
8605,0,0,111,2,3,2,0,0,0,0,0,0,0,0,0,0,618000.0,False,False,False,True,False,False,False,False
8606,141,96,120,3,2,1,0,0,0,0,0,0,0,0,0,0,450000.0,False,False,False,True,False,False,False,False
8607,500,1,85,3,2,1,0,0,0,0,0,0,0,0,0,0,342020.0,False,False,False,True,False,False,False,False
8608,280,900,55,2,1,1,0,0,0,0,1,0,0,0,0,0,334430.0,False,False,False,True,False,False,False,False
8609,820,4,230,4,5,4,0,1,0,0,1,0,0,0,0,0,1794900.0,False,False,False,True,False,False,False,False
8610,645,4,233,3,4,3,0,0,0,0,1,0,0,0,0,0,1494100.0,False,False,False,True,False,False,False,False
8611,400,2,75,3,2,2,0,1,0,0,1,0,0,0,0,0,629530.0,False,False,False,True,False,False,False,False
8612,420,1,42,1,1,1,0,0,0,0,0,0,0,0,0,0,338500.0,False,False,False,True,False,False,False,False
8613,350,960,60,3,2,1,0,0,0,0,0,0,0,0,0,0,269010.0,False,False,False,True,False,False,False,False
8614,300,1,94,3,2,1,0,0,0,0,0,0,0,0,0,0,494690.0,False,False,False,True,False,False,False,False
8615,200,150,65,2,2,1,0,0,0,0,0,0,0,0,0,0,320000.0,False,False,False,True,False,False,False,False
8616,520,1,65,2,1,1,0,0,1,0,0,0,0,0,0,1,360000.0,False,False,False,True,False,False,False,False
8617,800,83,80,2,1,1,0,0,0,0,0,0,0,0,0,0,255000.0,False,False,False,True,False,False,False,False
8618,250,800,65,2,2,2,0,0,0,0,0,0,0,0,0,0,416150.0,False,False,False,True,False,False,False,False
8619,550,120,97,3,3,2,0,0,0,0,0,0,0,0,0,0,679400.0,False,False,False,True,False,False,False,False
8620,400,0,64,3,1,0,0,0,0,0,0,0,0,0,0,0,250000.0,False,False,False,True,False,False,False,False
8621,414,1,52,2,2,0,0,0,1,0,0,0,0,0,0,0,260000.0,False,False,False,True,False,False,False,False
8622,0,0,118,2,2,2,0,0,0,0,0,0,0,0,0,0,555000.0,False,False,False,True,False,False,False,False
8623,800,4,140,4,3,4,0,0,0,0,1,0,0,0,0,0,989530.0,False,False,False,True,False,False,False,False
8624,719,1,127,3,3,1,0,0,1,0,0,1,0,0,0,0,550000.0,False,False,False,True,False,False,False,False
8625,280,0,160,4,3,2,0,0,0,0,0,0,0,0,0,0,620000.0,False,False,False,True,False,False,False,False
8626,240,115,39,1,1,1,0,0,0,0,0,0,0,0,0,0,310000.0,False,False,False,True,False,False,False,False
8627,300,82,100,4,2,2,0,1,0,0,0,0,0,0,1,0,745000.0,False,False,False,True,False,False,False,False
8628,390,91,72,2,1,1,0,0,0,0,0,0,0,0,0,0,320000.0,False,False,False,True,False,False,False,False
8629,350,70,87,3,2,1,0,0,1,1,0,0,0,1,0,1,260000.0,False,False,False,True,False,False,False,False
8630,360,239,93,3,3,2,0,0,0,0,0,0,0,0,1,0,750000.0,False,False,False,True,False,False,False,False
8631,1,3,68,1,2,1,0,0,0,0,1,0,0,0,1,1,510000.0,False,False,False,True,False,False,False,False
8632,1,308,117,4,2,2,0,0,0,0,0,0,0,0,0,0,750000.0,False,False,False,True,False,False,False,False
8633,628,93,81,3,2,0,0,0,0,0,0,0,0,0,0,0,390000.0,False,False,False,True,False,False,False,False
8634,290,189,173,3,2,2,0,1,0,0,0,0,0,0,0,1,865000.0,False,False,False,True,False,False,False,False
8635,590,2,150,3,2,2,0,0,0,0,0,0,0,0,0,1,675000.0,False,False,False,True,False,False,False,False
8636,550,2,110,4,2,2,0,0,0,0,0,0,0,0,0,1,685000.0,False,False,False,True,False,False,False,False
8637,200,84,55,2,1,0,0,0,0,0,0,0,0,0,0,0,230000.0,False,False,False,True,False,False,False,False
8638,400,116,70,3,2,2,0,0,0,0,0,0,0,0,0,0,490000.0,False,False,False,True,False,False,False,False
8639,350,100,57,2,2,2,0,0,0,0,0,0,0,0,0,0,348000.0,False,False,False,True,False,False,False,False
8640,700,200,110,4,1,3,0,0,0,0,1,0,0,0,0,0,800000.0,False,False,False,True,False,False,False,False
8641,229,550,52,2,1,1,0,0,0,0,0,0,0,0,0,0,190000.0,False,False,False,True,False,False,False,False
8642,880,3,118,4,3,4,0,0,0,0,0,0,0,0,0,0,980000.0,False,False,False,True,False,False,False,False
8643,320,1,98,3,3,1,0,0,1,1,0,0,0,0,0,1,399000.0,False,False,False,True,False,False,False,False
8644,0,125,111,2,2,1,0,0,0,0,0,0,0,0,0,1,410000.0,False,False,False,True,False,False,False,False
8645,0,0,80,3,2,2,0,0,0,0,0,0,0,0,1,0,570000.0,False,False,False,True,False,False,False,False
8646,0,0,75,3,1,1,0,0,0,0,0,0,0,0,0,0,290000.0,False,False,False,True,False,False,False,False
8647,200,0,64,3,1,1,0,0,0,0,0,0,0,0,0,0,298000.0,False,False,False,True,False,False,False,False
8648,200,0,55,2,1,1,0,0,1,0,0,0,0,0,0,0,250000.0,False,False,False,True,False,False,False,False
8649,350,250,115,3,3,2,0,1,1,0,1,0,0,0,0,1,780000.0,False,False,False,True,False,False,False,False
8650,550,268,85,3,1,2,0,0,1,0,0,0,0,0,0,0,575000.0,False,False,False,True,False,False,False,False
8651,0,0,65,2,2,1,0,0,0,0,0,0,0,0,0,0,320000.0,False,False,False,True,False,False,False,False
8652,0,0,70,3,2,1,0,0,0,0,0,0,0,0,1,0,420000.0,False,False,False,True,False,False,False,False
8653,300,90,50,2,1,1,0,0,0,0,0,0,0,0,0,0,280000.0,False,False,False,True,False,False,False,False
8654,290,2,70,3,2,2,0,0,0,0,0,0,0,0,0,0,560000.0,False,False,False,True,False,False,False,False
8655,780,1,53,2,1,1,0,0,0,0,0,0,0,0,1,1,335000.0,False,False,False,True,False,False,False,False
8656,0,0,74,3,1,2,1,0,0,0,0,0,1,0,1,0,702780.0,False,False,False,True,False,False,False,False
8657,550,119,89,3,3,1,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,True,False,False,False,False
8658,500,210,147,3,3,2,0,0,0,0,0,0,0,0,1,1,680000.0,False,False,False,True,False,False,False,False
8659,230,150,66,2,2,1,0,0,0,0,0,0,0,0,0,0,390000.0,False,False,False,True,False,False,False,False
8660,400,363,200,4,4,4,0,1,0,0,1,0,0,0,1,1,1400000.0,False,False,False,True,False,False,False,False
8661,0,0,74,3,1,2,1,0,0,0,0,0,1,0,1,0,682380.0,False,False,False,True,False,False,False,False
8662,1,471,117,3,2,2,0,0,0,0,0,0,0,0,1,1,1150000.0,False,False,False,True,False,False,False,False
8663,500,1,160,4,4,2,0,0,0,0,1,0,0,0,0,0,1200000.0,False,False,False,True,False,False,False,False
8664,1,286,160,4,2,2,0,0,0,0,1,0,1,0,0,1,990000.0,False,False,False,True,False,False,False,False
8665,350,247,107,4,2,2,0,0,0,0,0,0,0,0,0,1,695000.0,False,False,False,True,False,False,False,False
8666,500,292,180,3,3,3,0,0,0,0,0,0,0,0,0,0,1000000.0,False,False,False,True,False,False,False,False
8667,150,37,65,3,2,1,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,True,False,False,False,False
8668,278,287,102,2,3,2,0,0,0,0,0,0,0,0,0,1,740000.0,False,False,False,True,False,False,False,False
8669,0,0,92,3,2,2,0,0,0,0,1,0,0,0,0,0,1293000.0,False,False,False,True,False,False,False,False
8670,0,0,91,3,2,2,0,0,0,0,1,0,0,0,0,0,1331000.0,False,False,False,True,False,False,False,False
8671,0,0,170,3,2,2,0,0,0,0,1,0,0,0,0,0,2014000.0,False,False,False,True,False,False,False,False
8672,0,0,120,3,2,2,0,0,0,0,1,0,0,0,0,0,1394000.0,False,False,False,True,False,False,False,False
8673,260,92,170,3,2,1,0,0,0,0,0,0,0,0,0,0,460000.0,False,False,False,True,False,False,False,False
8674,0,0,95,3,2,2,0,0,0,0,1,0,0,0,0,0,1425000.0,False,False,False,True,False,False,False,False
8675,400,244,215,4,4,2,0,0,0,0,1,0,1,0,1,0,950000.0,False,False,False,True,False,False,False,False
8676,0,0,418,4,2,4,0,0,0,0,0,0,0,0,1,1,4100000.0,False,False,False,True,False,False,False,False
8677,350,0,192,3,1,2,1,0,0,0,0,0,1,0,0,0,885000.0,False,False,False,True,False,False,False,False
8678,250,0,50,3,2,3,1,0,0,0,0,0,0,0,0,0,610000.0,False,False,False,True,False,False,False,False
8679,400,115,60,2,1,1,0,0,0,0,0,0,0,0,0,1,285000.0,False,False,False,True,False,False,False,False
8680,450,2,76,3,2,2,0,0,1,1,0,0,0,0,0,1,640000.0,False,False,False,True,False,False,False,False
8681,320,130,60,3,2,1,0,0,0,0,0,0,0,0,0,1,490000.0,False,False,False,True,False,False,False,False
8682,860,165,90,3,1,1,0,0,0,0,0,0,0,0,0,0,375000.0,False,False,False,True,False,False,False,False
8683,300,148,207,3,2,3,0,0,0,0,0,0,0,0,0,0,986000.0,False,False,False,True,False,False,False,False
8684,690,190,150,3,2,2,0,0,0,0,0,0,0,0,0,1,960000.0,False,False,False,True,False,False,False,False
8685,400,162,125,3,2,2,0,0,0,0,0,0,0,0,1,0,650000.0,False,False,False,True,False,False,False,False
8686,670,196,150,3,3,2,0,0,0,0,1,0,0,0,0,0,960000.0,False,False,False,True,False,False,False,False
8687,650,441,180,4,4,3,0,0,0,0,1,0,0,0,0,1,1100000.0,False,False,False,True,False,False,False,False
8688,520,105,75,3,2,1,0,0,0,0,0,0,0,0,0,1,370000.0,False,False,False,True,False,False,False,False
8689,550,100,94,3,2,1,0,0,0,0,0,0,0,0,0,1,350000.0,False,False,False,True,False,False,False,False
8690,0,0,60,2,3,2,0,0,0,0,0,0,0,0,0,0,411228.0,False,False,False,True,False,False,False,False
8691,300,148,139,3,2,3,0,0,0,0,0,0,0,0,0,0,857000.0,False,False,False,True,False,False,False,False
8692,310,100,65,2,1,1,0,1,0,0,0,0,0,0,0,1,365000.0,False,False,False,True,False,False,False,False
8693,200,92,66,2,1,1,0,0,0,0,0,0,0,0,0,0,340000.0,False,False,False,True,False,False,False,False
8694,250,114,95,3,1,1,0,0,0,0,0,0,0,0,0,0,430000.0,False,False,False,True,False,False,False,False
8695,412,230,94,3,2,2,0,1,0,0,1,0,0,0,0,1,820000.0,False,False,False,True,False,False,False,False
8696,565,217,80,3,3,2,0,0,1,0,1,0,0,0,0,0,540000.0,False,False,False,True,False,False,False,False
8697,1,235,178,2,3,2,0,0,0,0,1,0,0,0,1,1,1150000.0,False,False,False,True,False,False,False,False
8698,800,165,56,1,1,1,0,0,1,0,0,0,0,0,0,0,410000.0,False,False,False,True,False,False,False,False
8699,0,0,46,3,2,2,0,0,0,0,0,0,0,0,0,1,780000.0,False,False,False,True,False,False,False,False
8700,0,0,51,2,2,1,0,0,0,0,0,0,0,0,0,1,279500.0,False,False,False,True,False,False,False,False
8701,1,1,107,4,2,2,0,0,0,0,0,0,0,0,0,0,695000.0,False,False,False,True,False,False,False,False
8702,959,349,68,2,3,2,0,0,0,0,0,0,0,0,0,0,1200000.0,False,False,False,True,False,False,False,False
8703,400,152,90,3,2,2,0,0,0,0,0,0,0,0,1,0,500000.0,False,False,False,True,False,False,False,False
8704,588,250,78,3,2,1,1,0,0,0,1,0,1,0,0,1,518000.0,False,False,False,True,False,False,False,False
8705,390,65,89,3,2,1,0,0,0,0,1,0,1,0,1,0,390000.0,False,False,False,True,False,False,False,False
8706,650,99,135,3,1,1,0,0,0,0,0,0,0,0,0,0,390000.0,False,False,False,True,False,False,False,False
8707,380,107,110,4,2,1,0,0,0,0,0,0,0,0,0,0,406000.0,False,False,False,True,False,False,False,False
8708,390,100,76,3,2,1,0,0,0,0,0,0,0,0,1,0,385000.0,False,False,False,True,False,False,False,False
8709,255,0,110,3,1,1,0,0,0,0,0,0,0,0,0,0,450000.0,False,False,False,True,False,False,False,False
8710,190,27,75,2,1,1,0,0,0,0,0,0,0,0,0,0,270000.0,False,False,False,True,False,False,False,False
8711,0,0,70,1,1,1,0,0,0,0,0,0,0,0,0,0,344807.0,False,False,False,True,False,False,False,False
8712,1,1,105,2,2,2,0,0,0,0,0,0,0,0,1,0,900000.0,False,False,False,True,False,False,False,False
8713,300,140,148,2,2,2,0,0,0,0,0,0,0,0,0,0,660000.0,False,False,False,True,False,False,False,False
8714,580,224,140,3,2,2,0,0,0,0,0,0,0,0,0,0,900000.0,False,False,False,True,False,False,False,False
8715,250,100,96,3,1,2,0,0,0,0,0,0,0,0,0,0,440000.0,False,False,False,True,False,False,False,False
8716,342,92,66,2,2,1,0,0,1,1,0,1,0,0,0,1,295000.0,False,False,False,True,False,False,False,False
8717,0,0,77,3,2,2,1,0,0,0,1,0,1,0,1,0,435164.0,False,False,False,True,False,False,False,False
8718,480,96,73,3,2,1,0,0,0,0,0,0,0,0,0,0,370000.0,False,False,False,True,False,False,False,False
8719,260,1,190,3,3,2,0,0,1,1,1,0,0,0,1,1,639000.0,False,False,False,True,False,False,False,False
8720,2,2,280,3,1,4,0,0,0,0,0,0,0,0,0,0,5600000.0,False,False,False,True,False,False,False,False
8721,515,209,70,2,2,1,0,0,0,0,0,0,0,0,0,0,430000.0,False,False,False,True,False,False,False,False
8722,0,1,47,2,1,0,0,0,0,0,0,0,0,0,0,0,250000.0,False,False,False,True,False,False,False,False
8723,300,183,58,2,2,2,0,0,0,0,1,0,0,0,1,0,580000.0,False,False,False,True,False,False,False,False
8724,450,2,131,3,3,2,0,0,0,0,0,0,0,0,0,0,600000.0,False,False,False,True,False,False,False,False
8725,659,5,183,2,2,2,1,0,0,0,1,0,0,0,0,1,1280000.0,False,False,False,True,False,False,False,False
8726,250,0,50,2,1,1,0,0,1,1,0,0,0,0,0,1,220000.0,False,False,False,True,False,False,False,False
8727,354,34,55,2,1,0,0,0,0,0,0,0,0,0,0,1,270000.0,False,False,False,True,False,False,False,False
8728,465,140,70,2,1,1,0,0,1,0,0,0,0,0,0,1,299000.0,False,False,False,True,False,False,False,False
8729,350,1,72,3,2,2,0,0,0,0,0,0,0,0,0,0,494048.0,False,False,False,True,False,False,False,False
8730,350,1,71,3,2,2,0,0,0,0,0,0,0,0,0,0,724885.0,False,False,False,True,False,False,False,False
8731,350,1,89,3,2,2,0,0,0,0,0,0,0,0,0,0,861112.0,False,False,False,True,False,False,False,False
8732,350,1,90,3,2,2,0,0,0,0,0,0,0,0,0,0,833978.0,False,False,False,True,False,False,False,False
8733,350,1,72,3,2,2,0,0,0,0,0,0,0,0,0,0,498553.0,False,False,False,True,False,False,False,False
8734,350,1,79,3,2,2,0,0,0,0,0,0,0,0,0,0,542020.0,False,False,False,True,False,False,False,False
8735,290,105,75,2,2,1,0,0,0,0,0,0,0,0,0,1,320000.0,False,False,False,True,False,False,False,False
8736,450,140,75,3,3,1,0,0,0,0,0,0,0,0,0,0,550000.0,False,False,False,True,False,False,False,False
8737,380,137,90,3,2,1,0,0,0,0,0,0,0,0,1,0,450000.0,False,False,False,True,False,False,False,False
8738,50,0,50,2,1,1,0,0,0,0,0,0,0,0,0,0,70000.0,False,False,False,True,False,False,False,False
8739,0,0,140,4,2,3,1,0,0,0,1,0,1,0,0,0,2553155.0,False,False,False,True,False,False,False,False
8740,393,110,58,2,2,1,0,0,0,0,0,0,0,0,0,1,295000.0,False,False,False,True,False,False,False,False
8741,200,88,54,2,1,1,0,0,0,0,0,0,0,0,0,0,265000.0,False,False,False,True,False,False,False,False
8742,430,111,80,3,1,1,0,0,0,0,0,0,0,0,0,1,350000.0,False,False,False,True,False,False,False,False
8743,0,0,72,3,2,2,0,0,0,0,0,0,0,0,0,0,885000.0,False,False,False,True,False,False,False,False
8744,200,433,43,2,1,1,0,0,0,0,0,0,0,0,0,0,290000.0,False,False,False,True,False,False,False,False
8745,0,0,72,3,2,2,0,0,0,0,0,0,0,0,0,0,715000.0,False,False,False,True,False,False,False,False
8746,0,0,101,3,2,1,0,0,0,0,0,0,0,0,0,0,609000.0,False,False,False,True,False,False,False,False
8747,431,237,82,3,2,2,0,0,0,0,1,0,0,0,1,0,695000.0,False,False,False,True,False,False,False,False
8748,200,0,47,2,1,1,0,0,0,0,0,0,0,0,0,0,235000.0,False,False,False,True,False,False,False,False
8749,220,114,99,2,2,1,0,0,0,0,0,0,0,0,0,0,460000.0,False,False,False,True,False,False,False,False
8750,300,10,75,3,1,1,0,0,0,0,0,0,0,0,0,0,285000.0,False,False,False,True,False,False,False,False
8751,580,1,68,3,1,1,0,0,0,0,1,0,0,0,1,0,430000.0,False,False,False,True,False,False,False,False
8752,350,0,166,3,2,4,0,0,0,0,0,0,0,0,0,0,949000.0,False,False,False,True,False,False,False,False
8753,250,2,174,3,3,2,0,0,0,0,1,0,0,0,1,0,685000.0,False,False,False,True,False,False,False,False
8754,900,2,85,3,2,2,0,0,0,0,1,0,0,0,1,1,740000.0,False,False,False,True,False,False,False,False
8755,0,0,42,1,1,1,0,1,0,0,0,0,1,0,0,0,575900.0,False,False,False,True,False,False,False,False
8756,400,1,112,3,3,2,0,0,1,0,0,0,0,0,1,0,660000.0,False,False,False,True,False,False,False,False
8757,0,0,135,2,1,2,0,1,0,0,0,0,0,0,0,0,780000.0,False,False,False,True,False,False,False,False
8758,0,0,91,3,2,2,0,0,0,0,0,0,0,0,0,0,763980.0,False,False,False,True,False,False,False,False
8759,0,0,135,3,2,2,0,0,0,0,0,0,0,0,0,0,1365780.0,False,False,False,True,False,False,False,False
8760,0,0,75,3,2,2,0,0,0,0,0,0,0,0,0,0,625000.0,False,False,False,True,False,False,False,False
8761,200,200,130,3,3,2,0,0,0,0,0,0,0,0,0,0,750000.0,False,False,False,True,False,False,False,False
8762,300,150,65,2,2,2,0,0,0,0,0,0,0,0,0,0,640000.0,False,False,False,True,False,False,False,False
8763,400,0,128,2,3,2,0,0,0,0,0,0,0,0,0,1,635000.0,False,False,False,True,False,False,False,False
8764,380,198,145,3,3,3,0,0,0,0,0,0,0,0,0,0,1220000.0,False,False,False,True,False,False,False,False
8765,987,262,86,3,2,0,0,0,0,0,0,0,1,0,0,0,750000.0,False,False,False,True,False,False,False,False
8766,1,359,68,2,2,1,0,0,0,0,0,0,0,0,1,0,510000.0,False,False,False,True,False,False,False,False
8767,1,359,68,2,2,1,0,0,0,0,0,0,0,0,1,0,510000.0,False,False,False,True,False,False,False,False
8768,1,432,90,3,3,2,1,0,0,0,0,0,0,0,1,0,800000.0,False,False,False,True,False,False,False,False
8769,1,628,123,3,2,2,1,0,0,0,1,1,1,0,1,0,1370800.0,False,False,False,True,False,False,False,False
8770,1,718,165,4,5,4,0,1,0,0,0,0,0,0,1,0,1800000.0,False,False,False,True,False,False,False,False
8771,0,400,79,2,2,2,0,0,0,0,0,0,0,0,0,0,319000.0,False,False,False,True,False,False,False,False
8772,295,100,93,3,2,2,0,0,0,0,0,0,0,0,0,0,490000.0,False,False,False,True,False,False,False,False
8773,570,0,102,3,3,2,0,0,1,0,0,0,0,0,0,0,1200000.0,False,False,False,True,False,False,False,False
8774,260,80,46,2,1,1,0,0,1,0,1,0,0,0,0,0,182000.0,False,False,False,True,False,False,False,False
8775,250,0,60,2,2,1,0,0,0,0,0,0,0,0,0,0,340000.0,False,False,False,True,False,False,False,False
8776,150,150,72,2,2,2,0,0,0,0,0,0,0,0,0,0,380000.0,False,False,False,True,False,False,False,False
8777,287,280,113,3,2,1,0,0,1,0,0,0,0,0,1,0,450000.0,False,False,False,True,False,False,False,False
8778,400,196,56,2,2,1,0,0,1,0,1,0,0,0,0,0,300000.0,False,False,False,True,False,False,False,False
8779,600,450,60,2,1,1,0,0,0,0,1,0,1,0,1,0,369844.0,False,False,False,True,False,False,False,False
8780,0,0,48,2,1,1,0,0,1,0,0,0,0,0,0,0,110000.0,False,False,False,True,False,False,False,False
8781,450,261,128,3,2,2,0,0,0,0,0,0,0,0,0,0,750000.0,False,False,False,True,False,False,False,False
8782,50,0,33,2,1,1,0,0,1,0,0,0,0,0,0,0,69990.0,False,False,False,True,False,False,False,False
8783,580,360,65,2,2,2,0,0,1,0,0,1,0,0,0,0,890000.0,False,False,False,True,False,False,False,False
8784,220,100,117,2,1,1,0,0,1,0,0,0,0,0,1,0,385000.0,False,False,False,True,False,False,False,False
8785,0,0,45,1,1,1,0,0,0,0,0,0,0,0,0,0,80000.0,False,False,False,True,False,False,False,False
8786,250,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,279000.0,False,False,False,True,False,False,False,False
8787,0,0,160,3,3,2,0,0,0,0,0,0,0,0,0,0,650000.0,False,False,False,True,False,False,False,False
8788,0,131,77,2,1,1,0,0,1,0,0,0,0,0,0,0,340000.0,False,False,False,True,False,False,False,False
8789,0,0,47,2,1,0,0,0,0,0,0,0,0,0,0,0,120000.0,False,False,False,True,False,False,False,False
8790,250,90,90,3,2,1,0,0,1,0,0,0,0,0,0,0,495000.0,False,False,False,True,False,False,False,False
8791,240,100,85,3,2,1,0,0,1,0,0,0,0,0,0,0,415000.0,False,False,False,True,False,False,False,False
8792,50,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,149990.0,False,False,False,True,False,False,False,False
8793,50,0,10,2,1,1,0,0,0,0,0,0,0,0,0,0,98000.0,False,False,False,True,False,False,False,False
8794,300,109,83,4,2,1,0,0,1,0,0,0,0,0,0,0,360000.0,False,False,False,True,False,False,False,False
8795,959,380,68,2,2,2,1,0,0,0,1,0,1,0,1,1,1200000.0,False,False,False,True,False,False,False,False
8796,620,1,80,3,3,1,0,0,0,0,0,0,0,0,1,1,450000.0,False,False,False,True,False,False,False,False
8797,0,2,76,3,3,2,1,0,0,0,0,0,0,0,0,1,580000.0,False,False,False,True,False,False,False,False
8798,200,0,68,2,1,0,0,0,0,0,0,0,0,0,0,1,350000.0,False,False,False,True,False,False,False,False
8799,430,107,99,2,1,1,0,0,0,0,0,0,0,0,0,0,430000.0,False,False,False,True,False,False,False,False
8800,0,0,54,2,2,1,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,True,False,False,False,False
8801,959,371,68,2,2,2,0,0,0,0,0,0,0,0,0,0,1200000.0,False,False,False,True,False,False,False,False
8802,0,0,54,2,2,1,0,0,0,0,0,0,0,0,0,0,360000.0,False,False,False,True,False,False,False,False
8803,545,165,78,3,2,2,0,0,0,0,0,0,0,0,1,1,530000.0,False,False,False,True,False,False,False,False
8804,0,0,52,2,2,0,0,0,0,0,0,0,0,0,0,0,300000.0,False,False,False,True,False,False,False,False
8805,0,0,52,2,2,2,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,True,False,False,False,False
8806,0,0,170,4,4,2,0,0,0,0,0,0,0,0,0,0,890000.0,False,False,False,True,False,False,False,False
8807,250,127,102,2,1,1,0,0,0,0,1,0,0,0,0,0,380000.0,False,False,False,True,False,False,False,False
8808,0,0,104,2,2,2,0,0,0,0,0,0,0,0,0,0,635000.0,False,False,False,True,False,False,False,False
8809,0,0,67,2,2,2,0,0,0,0,0,0,0,0,0,0,395000.0,False,False,False,True,False,False,False,False
8810,0,0,54,2,2,1,0,0,0,0,0,0,0,0,0,0,345000.0,False,False,False,True,False,False,False,False
8811,0,0,54,2,2,1,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,True,False,False,False,False
8812,350,299,168,4,3,2,0,0,0,0,0,0,0,0,1,0,900000.0,False,False,False,True,False,False,False,False
8813,250,94,80,3,2,1,0,0,0,0,0,0,0,0,0,1,320000.0,False,False,False,True,False,False,False,False
8814,0,113,97,3,2,1,0,0,0,0,0,0,0,0,0,0,550000.0,False,False,False,True,False,False,False,False
8815,959,4,69,2,2,2,1,0,0,0,1,0,1,0,1,1,1200000.0,False,False,False,True,False,False,False,False
8816,300,1,60,2,1,1,0,0,0,0,0,0,0,0,0,1,350000.0,False,False,False,True,False,False,False,False
8817,860,0,80,3,3,3,1,0,0,0,1,0,1,0,0,0,699000.0,False,False,False,True,False,False,False,False
8818,545,162,78,3,2,2,0,0,0,0,0,0,0,0,1,1,530000.0,False,False,False,True,False,False,False,False
8819,350,126,80,3,2,1,0,0,0,0,0,0,0,0,1,0,425000.0,False,False,False,True,False,False,False,False
8820,540,130,58,2,2,1,0,0,0,0,0,0,0,0,1,0,430000.0,False,False,False,True,False,False,False,False
8821,275,97,86,2,2,3,0,0,0,0,0,0,0,0,1,0,310000.0,False,False,False,True,False,False,False,False
8822,380,180,64,2,2,2,0,0,0,0,0,0,0,0,1,0,370000.0,False,False,False,True,False,False,False,False
8823,270,116,70,2,1,1,0,0,0,0,0,0,0,0,0,0,330000.0,False,False,False,True,False,False,False,False
8824,300,69,55,2,1,1,0,0,0,0,0,0,0,0,0,0,310000.0,False,False,False,True,False,False,False,False
8825,200,100,42,2,1,1,0,0,0,0,0,0,0,0,0,0,269000.0,False,False,False,True,False,False,False,False
8826,191,0,55,2,1,1,0,0,1,0,0,0,0,0,0,0,225000.0,False,False,False,True,False,False,False,False
8827,880,3,140,3,3,4,0,0,0,0,0,0,0,0,0,0,990000.0,False,False,False,True,False,False,False,False
8828,900,0,138,3,2,2,0,0,0,0,0,0,0,0,0,0,1290000.0,False,False,False,True,False,False,False,False
8829,100,98,110,2,2,2,0,0,0,0,0,0,0,0,0,0,480000.0,False,False,False,True,False,False,False,False
8830,0,0,72,2,2,2,0,0,0,0,0,0,0,0,0,0,380000.0,False,False,False,True,False,False,False,False
8831,350,130,190,3,3,1,0,0,0,0,1,0,0,0,1,0,499000.0,False,False,False,True,False,False,False,False
8832,760,188,50,1,1,1,1,0,0,0,0,0,1,0,0,0,580000.0,False,False,False,True,False,False,False,False
8833,800,3,112,4,3,4,0,0,0,0,1,0,0,0,0,0,980000.0,False,False,False,True,False,False,False,False
8834,1,0,117,4,3,3,1,0,0,0,1,0,1,0,0,0,985000.0,False,False,False,True,False,False,False,False
8835,230,110,60,2,1,1,0,0,0,0,0,0,0,0,0,1,320000.0,False,False,False,True,False,False,False,False
8836,660,148,90,3,2,1,0,0,0,0,1,0,0,0,0,1,530000.0,False,False,False,True,False,False,False,False
8837,250,98,65,2,2,1,0,0,0,0,0,0,0,0,0,1,330000.0,False,False,False,True,False,False,False,False
8838,330,119,81,3,2,1,0,0,0,0,0,0,0,0,0,0,440000.0,False,False,False,True,False,False,False,False
8839,1,188,90,3,2,1,0,0,0,0,0,0,0,0,1,1,750000.0,False,False,False,True,False,False,False,False
8840,806,929,54,2,1,1,0,0,0,0,0,0,0,0,1,1,260000.0,False,False,False,True,False,False,False,False
8841,700,0,66,2,2,2,0,0,0,0,0,0,0,0,1,0,1000000.0,False,False,False,True,False,False,False,False
8842,860,182,79,3,2,2,1,0,0,0,1,0,0,0,0,0,690000.0,False,False,False,True,False,False,False,False
8843,300,170,133,4,2,3,0,0,0,0,0,0,0,0,0,0,595000.0,False,False,False,True,False,False,False,False
8844,400,15,105,2,3,2,0,0,0,0,0,0,0,0,0,0,580000.0,False,False,False,True,False,False,False,False
8845,500,202,90,3,3,2,0,0,0,0,0,0,0,0,0,0,630000.0,False,False,False,True,False,False,False,False
